Year,Disaster Subgroup,Disaster Type,Disaster Subtype,Country Name,Region,Dis Mag Value,Total Deaths,No Injured,No Suffered,No Homeless,Total Affected,CPI
2013,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),Eastern Asia,220,3,54,0,0,54,91.12079403
2013,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),Eastern Asia,6,1,97,0,0,97,91.12079403
2013,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),Eastern Asia,6,4,19,1500,0,1519,91.12079403
2016,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),Eastern Asia,6,117,525,0,0,525,93.87843648
2017,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),Eastern Asia,150,1,131,0,0,131,95.87816577
2017,Hydrological,Flood,Riverine flood,Taiwan (Province of China),Eastern Asia,16446,5,35,4000,39,4074,95.87816577
2018,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),Eastern Asia,6,84,285,0,0,285,98.21999062
1998,Hydrological,Flood,Riverine flood,Tajikistan,Central Asia,500,51,39,40935,0,40974,63.76045524
1999,Hydrological,Flood,Flash flood,Tajikistan,Central Asia,45,27,23,6366,3003,9392,65.15554686
2002,Geophysical,Earthquake,Ground movement,Tajikistan,Central Asia,5,3,50,1000,0,1050,70.35781897
2002,Hydrological,Flood,Riverine flood,Tajikistan,Central Asia,1160,8,0,0,1500,1500,70.35781897
2002,Hydrological,Flood,Flash flood,Tajikistan,Central Asia,400,24,13,450,1250,1713,70.35781897
2003,Hydrological,Flood,Riverine flood,Tajikistan,Central Asia,1700,6,0,975,780,1755,71.95500655
2005,Hydrological,Flood,Riverine flood,Tajikistan,Central Asia,5930,8,0,2877,345,3222,76.38802721
2006,Geophysical,Earthquake,Ground movement,Tajikistan,Central Asia,6,3,19,15408,0,15427,78.85225551
2007,Geophysical,Earthquake,Ground movement,Tajikistan,Central Asia,5,11,3,7000,0,7003,81.10165893
2007,Hydrological,Flood,Riverine flood,Tajikistan,Central Asia,58420,1,0,17184,0,17184,81.10165893
2009,Hydrological,Flood,Riverine flood,Tajikistan,Central Asia,62470,21,0,15000,0,15000,83.91580741
2012,Geophysical,Earthquake,Ground movement,Tajikistan,Central Asia,6,2,0,2531,0,2531,89.80529293
2015,Geophysical,Earthquake,Ground movement,Tajikistan,Central Asia,7,2,14,7962,0,7976,92.70882199
2019,Hydrological,Flood,Flash flood,Tajikistan,Central Asia,106546,4,0,6750,0,6750,100
1989,Meteorological,Storm,Tropical cyclone,Thailand,South-Eastern Asia,120,458,0,154000,45000,199000,48.48936537
1993,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,56410,23,252,377070,16487,393809,56.50464564
1999,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,960,3,0,20000,0,20000,65.15554686
1999,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,162,7,0,90700,0,90700,65.15554686
2000,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,630,51,570,808231,0,808801,67.35575898
2001,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,19750,83,30,0,4100,4130,69.25933995
2001,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,4160,104,109,450000,0,450109,69.25933995
2004,Geophysical,Earthquake,Tsunami,Thailand,South-Eastern Asia,9,8345,8457,58550,0,67007,73.88141244
2004,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,154400,9,0,500000,0,500000,73.88141244
2005,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,90160,21,40,119270,0,119310,76.38802721
2006,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,78280,116,0,342895,0,342895,78.85225551
2007,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,139500,10,0,17000,0,17000,81.10165893
2007,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,13140,2,0,100000,0,100000,81.10165893
2008,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,15650,21,0,700000,0,700000,84.21522909
2009,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,35580,15,0,200000,0,200000,83.91580741
2011,Geophysical,Earthquake,Ground movement,Thailand,South-Eastern Asia,7,1,16,0,0,16,87.98460292
2011,Hydrological,Flood,Flash flood,Thailand,South-Eastern Asia,33575,64,0,716110,0,716110,87.98460292
2013,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,38676,23,0,0,15254,15254,91.12079403
2014,Geophysical,Earthquake,Ground movement,Thailand,South-Eastern Asia,6,1,23,17500,0,17523,92.59898057
2014,Hydrological,Flood,Riverine flood,Thailand,South-Eastern Asia,334449,10,0,73260,0,73260,92.59898057
2001,Hydrological,Flood,Riverine flood,Timor-Leste,South-Eastern Asia,370,1,0,2508,0,2508,69.25933995
2003,Hydrological,Flood,Riverine flood,Timor-Leste,South-Eastern Asia,12930,3,0,600,0,600,71.95500655
1964,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,23,100,13000,0,13100,12.13211749
1966,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,12,20,0,0,20,12.69602817
1966,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,2394,1500,108000,0,109500,12.69602817
1967,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,183,360,238713,87000,326073,13.04806211
1968,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,24,200,10000,10000,20200,13.60544609
1969,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,53,350,0,0,350,14.34862782
1970,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,1086,2776,80672,0,83448,15.18633546
1971,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,878,1200,60000,27465,88665,15.83825463
1975,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,2385,3372,50000,0,53372,21.05030752
1976,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,2,6,0,0,6,22.25960139
1976,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,4,50,0,9000,9050,22.25960139
1976,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,3840,15000,150000,51000,216000,22.25960139
1983,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,1346,1137,800000,33000,834137,38.9583793
1984,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,3,35,375000,0,375035,40.63380386
1986,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,15,100,20000,0,20100,42.87312983
1990,Hydrological,Flood,Riverine flood,Turkey,Western Asia,20700,51,0,4500,0,4500,51.106795
1991,Hydrological,Flood,Flash flood,Turkey,Western Asia,40170,42,0,500,0,500,53.27115662
1992,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,653,3850,250000,95000,348850,54.88464241
1995,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,94,240,120000,40000,160240,59.60449489
1998,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,2,0,590,100,690,63.76045524
1999,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,1,166,0,0,166,65.15554686
1999,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,3,200,0,0,200,65.15554686
1999,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,6,422,0,0,422,65.15554686
1999,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,845,4948,165000,55000,224948,65.15554686
2000,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,1,0,1000,0,1000,67.35575898
2000,Hydrological,Flood,Riverine flood,Turkey,Western Asia,17000,2,0,1000,0,1000,67.35575898
2000,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,2,80,23000,0,23080,67.35575898
2001,Hydrological,Flood,Riverine flood,Turkey,Western Asia,4900,4,0,450,0,450,69.25933995
2001,Hydrological,Flood,Riverine flood,Turkey,Western Asia,14880,5,0,570,0,570,69.25933995
2001,Hydrological,Flood,Riverine flood,Turkey,Western Asia,1610,3,0,1500,0,1500,69.25933995
2002,Hydrological,Flood,Riverine flood,Turkey,Western Asia,15130,34,0,3000,0,3000,70.35781897
2002,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,42,327,222000,30000,252327,70.35781897
2003,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,1,2,0,0,2,71.95500655
2003,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,177,520,245000,45000,290520,71.95500655
2004,Hydrological,Flood,Flash flood,Turkey,Western Asia,16750,2,0,100,0,100,73.88141244
2004,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,5,18,21,335,0,356,73.88141244
2004,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,9,30,4000,0,4030,73.88141244
2005,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,2,22,400,0,422,76.38802721
2006,Hydrological,Flood,Flash flood,Turkey,Western Asia,122300,47,15,63000,0,63015,78.85225551
2007,Hydrological,Flood,Riverine flood,Turkey,Western Asia,38490,13,0,750,0,750,81.10165893
2009,Hydrological,Flood,Riverine flood,Turkey,Western Asia,26430,7,11,100,0,111,83.91580741
2009,Hydrological,Flood,Flash flood,Turkey,Western Asia,3167,40,20,35000,0,35020,83.91580741
2010,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,51,100,3500,0,3600,85.2920606
2011,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,40,30,0,75,105,87.98460292
2011,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,3,121,0,10000,10121,87.98460292
2011,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,7,604,4152,6786,22000,32938,87.98460292
2019,Hydrological,Flood,Flash flood,Turkey,Western Asia,12361,10,0,70,0,70,100
2019,Geophysical,Earthquake,Ground movement,Turkey,Western Asia,6,1,34,1419,0,1453,100
1992,Geophysical,Earthquake,Ground movement,Uzbekistan,Central Asia,6,9,0,50000,0,50000,54.88464241
1988,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,110,137,0,600000,0,600000,46.25655683
1990,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,13950,82,200,10000,0,10200,51.106795
1991,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,30960,38,14,4000,0,4014,53.27115662
1991,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,1000,21,0,270000,600,270600,53.27115662
1992,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,569,55,10,44109,7579,51698,54.88464241
1993,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,29440,64,0,15000,0,15000,56.50464564
1993,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,130,73,20,20520,4695,25235,56.50464564
1994,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,65260,310,0,382000,0,382000,57.97797424
1995,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,123000,253,0,400000,0,400000,59.60449489
1996,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,101,9,0,280000,0,280000,61.35162973
1996,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,22610,162,0,375000,0,375000,61.35162973
1996,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,102,585,591,386500,0,387091,61.35162973
1998,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,110,45,5,31030,1470,32505,63.76045524
1998,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,150,43,0,81635,3010,84645,63.76045524
1999,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,500,40,0,106885,8290,115175,65.15554686
2000,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,120,5,29,0,6000,6029,67.35575898
2000,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,49140,36,3,25000,0,25003,67.35575898
2001,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,196,3,3,0,10000,10003,69.25933995
2001,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,72000,20,6,35000,0,35006,69.25933995
2002,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,27820,10,0,2000,0,2000,70.35781897
2002,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,19980,55,116,291500,0,291616,70.35781897
2003,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,31350,15,0,1000,0,1000,71.95500655
2003,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,362,61,34,185135,8880,194049,71.95500655
2003,Hydrological,Flood,Coastal flood,Viet Nam,South-Eastern Asia,10630,52,29,216745,5000,221774,71.95500655
2004,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,12020,53,18,0,0,18,73.88141244
2004,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,65,14,5,900,0,905,73.88141244
2004,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,3300,9,0,5000,0,5000,73.88141244
2004,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,47760,34,0,30000,0,30000,73.88141244
2005,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,8370,17,0,10000,0,10000,76.38802721
2005,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,63090,69,0,0,18000,18000,76.38802721
2005,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,54540,39,0,30000,0,30000,76.38802721
2005,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,28850,67,0,33800,0,33800,76.38802721
2005,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,133,75,28,337632,0,337660,76.38802721
2006,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,560,4,100,0,0,100,78.85225551
2006,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,119500,42,20,50000,0,50020,78.85225551
2007,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,24810,15,0,22000,0,22000,81.10165893
2007,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,35110,83,42,94000,0,94042,81.10165893
2007,Hydrological,Flood,Coastal flood,Viet Nam,South-Eastern Asia,36820,55,0,150000,0,150000,81.10165893
2007,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,117,96,150,637755,47525,685430,81.10165893
2008,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,5300,4,0,500,0,500,84.21522909
2008,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,39090,29,4,12000,0,12004,84.21522909
2008,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,29580,9,0,20000,0,20000,84.21522909
2008,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,102,18,0,30860,820,31680,84.21522909
2008,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,74590,99,0,600000,0,600000,84.21522909
2009,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,47600,17,0,40000,0,40000,83.91580741
2009,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,140,124,145,500000,0,500145,83.91580741
2009,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,69860,20,0,700000,0,700000,83.91580741
2010,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,45584,50,0,10000,0,10000,85.2920606
2010,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,230,14,20,20560,120,20700,85.2920606
2010,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,33659,31,8,39000,0,39008,85.2920606
2012,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,24179,34,40,0,17500,17540,89.80529293
2013,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,102,16,89,12630,375,13094,91.12079403
2013,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,133,20,154,109600,0,109754,91.12079403
2014,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,130,11,0,11325,0,11325,92.59898057
2015,Hydrological,Flood,Flash flood,Viet Nam,South-Eastern Asia,24337,32,0,15000,0,15000,92.70882199
2016,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,88,1,5,191745,0,191750,93.87843648
2016,Hydrological,Flood,Riverine flood,Viet Nam,South-Eastern Asia,63642,35,30,659390,195,659615,93.87843648
2017,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,95,9,0,21000,0,21000,95.87816577
2017,Meteorological,Storm,Tropical cyclone,Viet Nam,South-Eastern Asia,185,14,112,691900,0,692012,95.87816577
1991,Geophysical,Earthquake,Ground movement,Yemen,Western Asia,4,10,39,0,40000,40039,53.27115662
1993,Hydrological,Flood,Riverine flood,Yemen,Western Asia,61490,31,0,9000,12500,21500,56.50464564
1996,Hydrological,Flood,Riverine flood,Yemen,Western Asia,19290,7,0,5000,0,5000,61.35162973
1996,Hydrological,Flood,Riverine flood,Yemen,Western Asia,191000,338,0,124000,114210,238210,61.35162973
2006,Hydrological,Flood,Riverine flood,Yemen,Western Asia,91480,25,20,0,300,320,78.85225551
2006,Hydrological,Flood,Flash flood,Yemen,Western Asia,10710,5,0,0,2000,2000,78.85225551
2007,Hydrological,Flood,Flash flood,Yemen,Western Asia,59870,36,18,600,0,618,81.10165893
2007,Hydrological,Flood,Riverine flood,Yemen,Western Asia,25390,7,0,2000,0,2000,81.10165893
2008,Hydrological,Flood,Flash flood,Yemen,Western Asia,133200,90,64,25000,0,25064,84.21522909
2010,Hydrological,Flood,Riverine flood,Yemen,Western Asia,38890,7,2,0,1000,1002,85.2920606
1982,Geophysical,Earthquake,Ground movement,Yemen Arab Rep,Western Asia,6,1507,1500,400000,0,401500,37.74582208
1989,Hydrological,Flood,Riverine flood,Yemen P Dem Rep,Western Asia,200,25,0,260000,80000,340000,48.48936537
